dateCreated,hours,sessions,quotes,transactions,sessionConversion,quoteConversion
23/10/2024,16,610,344,38,0.062295082,0.110465116
23/10/2024,15,633,412,36,0.056872038,0.087378641
23/10/2024,14,1316,1180,33,0.025075988,0.027966102
23/10/2024,13,654,385,55,0.084097859,0.142857143
23/10/2024,12,834,422,53,0.063549161,0.125592417
23/10/2024,11,954,411,57,0.059748428,0.138686131
23/10/2024,10,807,382,42,0.05204461,0.109947644
23/10/2024,9,716,292,40,0.055865922,0.136986301
23/10/2024,8,511,175,16,0.031311155,0.091428571
23/10/2024,7,412,109,6,0.014563107,0.055045872
23/10/2024,6,308,62,1,0.003246753,0.016129032
23/10/2024,5,215,22,1,0.004651163,0.045454545
23/10/2024,4,234,25,0,0,0
23/10/2024,3,268,19,1,0.003731343,0.052631579
23/10/2024,2,318,28,1,0.003144654,0.035714286
23/10/2024,1,342,28,2,0.005847953,0.071428571
23/10/2024,0,301,49,2,0.006644518,0.040816327
24/10/2024,23,267,88,7,0.026217228,0.079545455
24/10/2024,22,338,156,7,0.020710059,0.044871795
24/10/2024,21,398,217,29,0.072864322,0.133640553
24/10/2024,20,430,217,20,0.046511628,0.092165899
24/10/2024,19,417,207,18,0.043165468,0.086956522
24/10/2024,18,433,188,21,0.048498845,0.111702128
24/10/2024,17,529,269,28,0.052930057,0.104089219
24/10/2024,16,541,282,25,0.046210721,0.088652482
24/10/2024,15,527,245,42,0.079696395,0.171428571
24/10/2024,14,584,294,44,0.075342466,0.149659864
24/10/2024,13,569,351,49,0.086115993,0.13960114
24/10/2024,12,611,356,50,0.081833061,0.140449438
24/10/2024,11,654,375,60,0.091743119,0.16
24/10/2024,10,760,361,38,0.05,0.105263158
24/10/2024,9,690,266,39,0.056521739,0.146616541
24/10/2024,8,470,138,17,0.036170213,0.123188406
24/10/2024,7,445,106,11,0.024719101,0.103773585
24/10/2024,6,344,47,3,0.00872093,0.063829787
24/10/2024,5,259,30,1,0.003861004,0.033333333
24/10/2024,4,253,29,1,0.003952569,0.034482759
24/10/2024,3,275,15,0,0,0
24/10/2024,2,318,19,0,0,0
24/10/2024,1,466,37,1,0.002145923,0.027027027
24/10/2024,0,578,54,2,0.003460208,0.037037037
25/10/2024,23,245,67,1,0.004081633,0.014925373
25/10/2024,22,289,114,4,0.01384083,0.035087719
25/10/2024,21,359,157,6,0.016713092,0.038216561
25/10/2024,20,342,157,11,0.032163743,0.070063694
25/10/2024,19,375,163,13,0.034666667,0.079754601
25/10/2024,18,405,189,20,0.049382716,0.105820106
25/10/2024,17,486,210,27,0.055555556,0.128571429
25/10/2024,16,524,264,25,0.047709924,0.09469697
25/10/2024,15,551,340,32,0.058076225,0.094117647
25/10/2024,14,560,303,46,0.082142857,0.151815182
25/10/2024,13,619,327,54,0.08723748,0.165137615
25/10/2024,12,603,363,35,0.058043118,0.096418733
25/10/2024,11,701,362,33,0.047075606,0.091160221
25/10/2024,10,697,250,35,0.050215208,0.14
25/10/2024,9,629,239,34,0.054054054,0.142259414
25/10/2024,8,502,160,16,0.03187251,0.1
25/10/2024,7,422,104,5,0.011848341,0.048076923
25/10/2024,6,306,44,1,0.003267974,0.022727273
25/10/2024,5,285,18,0,0,0
25/10/2024,4,245,20,0,0,0
25/10/2024,3,264,16,1,0.003787879,0.0625
25/10/2024,2,299,17,0,0,0
25/10/2024,1,407,42,2,0.004914005,0.047619048
25/10/2024,0,594,50,2,0.003367003,0.04
26/10/2024,23,237,67,0,0,0
26/10/2024,22,262,110,0,0,0
26/10/2024,21,294,104,4,0.013605442,0.038461538
26/10/2024,20,300,119,4,0.013333333,0.033613445
26/10/2024,19,354,159,6,0.016949153,0.037735849
26/10/2024,18,357,161,2,0.005602241,0.01242236
26/10/2024,17,401,181,12,0.029925187,0.066298343
26/10/2024,16,412,227,13,0.031553398,0.057268722
26/10/2024,15,420,235,15,0.035714286,0.063829787
26/10/2024,14,415,200,7,0.01686747,0.035
26/10/2024,13,444,235,18,0.040540541,0.076595745
26/10/2024,12,510,284,19,0.037254902,0.066901408
26/10/2024,11,444,245,14,0.031531532,0.057142857
26/10/2024,10,591,253,22,0.037225042,0.086956522
26/10/2024,9,553,174,11,0.019891501,0.063218391
26/10/2024,8,499,143,6,0.012024048,0.041958042
26/10/2024,7,407,79,0,0,0
26/10/2024,6,270,34,0,0,0
26/10/2024,5,251,13,0,0,0
26/10/2024,4,236,20,0,0,0
26/10/2024,3,287,15,0,0,0
26/10/2024,2,311,11,0,0,0
26/10/2024,1,439,23,1,0.002277904,0.043478261
26/10/2024,0,671,49,2,0.002980626,0.040816327
27/10/2024,23,230,71,4,0.017391304,0.056338028
27/10/2024,22,330,144,12,0.036363636,0.083333333
27/10/2024,21,334,151,14,0.041916168,0.092715232
27/10/2024,20,431,198,21,0.048723898,0.106060606
27/10/2024,19,457,226,21,0.04595186,0.092920354
27/10/2024,18,462,235,25,0.054112554,0.106382979
27/10/2024,17,468,223,21,0.044871795,0.094170404
27/10/2024,16,403,229,19,0.047146402,0.082969432
27/10/2024,15,425,195,19,0.044705882,0.097435897
27/10/2024,14,440,253,35,0.079545455,0.138339921
27/10/2024,13,418,211,26,0.062200957,0.123222749
27/10/2024,12,444,241,22,0.04954955,0.091286307
27/10/2024,11,404,201,21,0.051980198,0.104477612
27/10/2024,10,444,187,8,0.018018018,0.042780749
27/10/2024,9,488,179,11,0.022540984,0.061452514
27/10/2024,8,458,148,10,0.021834061,0.067567568
27/10/2024,7,391,101,2,0.00511509,0.01980198
27/10/2024,6,301,68,2,0.006644518,0.029411765
27/10/2024,5,257,16,0,0,0
27/10/2024,4,222,13,0,0,0
27/10/2024,3,247,11,0,0,0
27/10/2024,2,258,22,0,0,0
27/10/2024,1,536,56,1,0.001865672,0.017857143
27/10/2024,0,740,42,1,0.001351351,0.023809524
28/10/2024,23,283,90,6,0.021201413,0.066666667
28/10/2024,22,359,147,18,0.050139276,0.12244898
28/10/2024,21,392,194,18,0.045918367,0.092783505
28/10/2024,20,427,227,15,0.035128806,0.066079295
28/10/2024,19,490,256,24,0.048979592,0.09375
28/10/2024,18,519,260,20,0.038535645,0.076923077
28/10/2024,17,533,278,38,0.071294559,0.136690647
28/10/2024,16,613,348,49,0.079934747,0.140804598
28/10/2024,15,636,339,49,0.077044025,0.144542773
28/10/2024,14,620,357,43,0.069354839,0.120448179
28/10/2024,13,662,406,47,0.070996979,0.115763547
28/10/2024,12,672,380,48,0.071428571,0.126315789
28/10/2024,11,766,423,56,0.07310705,0.132387707
28/10/2024,10,1708,1167,47,0.027517564,0.040274207
28/10/2024,9,814,339,50,0.061425061,0.147492625
28/10/2024,8,632,216,24,0.037974684,0.111111111
28/10/2024,7,496,146,11,0.022177419,0.075342466
28/10/2024,6,310,57,4,0.012903226,0.070175439
28/10/2024,5,285,30,2,0.007017544,0.066666667
28/10/2024,4,244,18,0,0,0
28/10/2024,3,296,12,0,0,0
28/10/2024,2,299,18,0,0,0
28/10/2024,1,366,24,1,0.00273224,0.041666667
28/10/2024,0,393,45,4,0.010178117,0.088888889
29/10/2024,23,263,113,7,0.02661597,0.061946903
29/10/2024,22,328,163,9,0.027439024,0.055214724
29/10/2024,21,406,197,19,0.04679803,0.096446701
29/10/2024,20,488,233,19,0.038934426,0.081545064
29/10/2024,19,471,232,23,0.048832272,0.099137931
29/10/2024,18,487,233,23,0.047227926,0.098712446
29/10/2024,17,488,215,26,0.053278689,0.120930233
29/10/2024,16,599,303,39,0.065108514,0.128712871
29/10/2024,15,609,308,44,0.072249589,0.142857143
29/10/2024,14,650,369,59,0.090769231,0.159891599
29/10/2024,13,584,331,43,0.073630137,0.129909366
29/10/2024,12,664,323,45,0.067771084,0.139318885
29/10/2024,11,878,368,48,0.054669704,0.130434783
29/10/2024,10,760,347,43,0.056578947,0.123919308
29/10/2024,9,708,304,35,0.049435028,0.115131579
29/10/2024,8,648,253,30,0.046296296,0.118577075
29/10/2024,7,472,131,11,0.023305085,0.083969466
29/10/2024,6,468,156,5,0.010683761,0.032051282
29/10/2024,5,268,37,2,0.007462687,0.054054054
29/10/2024,4,564,231,0,0,0
29/10/2024,3,406,129,2,0.004926108,0.015503876
29/10/2024,2,835,440,0,0,0
29/10/2024,1,370,34,1,0.002702703,0.029411765
29/10/2024,0,395,46,5,0.012658228,0.108695652
30/10/2024,23,240,85,7,0.029166667,0.082352941
30/10/2024,22,329,130,5,0.015197568,0.038461538
30/10/2024,21,503,218,12,0.023856859,0.055045872
30/10/2024,20,475,232,24,0.050526316,0.103448276
30/10/2024,19,499,214,17,0.034068136,0.079439252
30/10/2024,18,529,231,20,0.037807183,0.086580087
30/10/2024,17,486,233,24,0.049382716,0.103004292
30/10/2024,16,557,264,33,0.059245961,0.125
30/10/2024,15,569,298,42,0.073813708,0.140939597
30/10/2024,14,583,341,47,0.080617496,0.137829912
30/10/2024,13,576,306,58,0.100694444,0.189542484
30/10/2024,12,663,363,46,0.069381599,0.126721763
30/10/2024,11,751,380,49,0.065246338,0.128947368
30/10/2024,10,755,371,49,0.064900662,0.132075472
30/10/2024,9,691,295,41,0.059334298,0.138983051
30/10/2024,8,497,188,24,0.048289738,0.127659574
30/10/2024,7,430,129,8,0.018604651,0.062015504
30/10/2024,6,336,57,1,0.00297619,0.01754386
30/10/2024,5,283,24,0,0,0
30/10/2024,4,242,27,1,0.004132231,0.037037037
30/10/2024,3,252,26,3,0.011904762,0.115384615
30/10/2024,2,298,25,1,0.003355705,0.04
30/10/2024,1,383,20,0,0,0
30/10/2024,0,573,50,1,0.001745201,0.02
31/10/2024,23,251,89,4,0.015936255,0.04494382
31/10/2024,22,294,143,5,0.017006803,0.034965035
31/10/2024,21,382,172,15,0.039267016,0.087209302
31/10/2024,20,404,208,19,0.047029703,0.091346154
31/10/2024,19,406,194,14,0.034482759,0.072164948
31/10/2024,18,448,214,17,0.037946429,0.079439252
31/10/2024,17,457,192,25,0.054704595,0.130208333
31/10/2024,16,521,294,39,0.074856046,0.132653061
31/10/2024,15,567,285,36,0.063492063,0.126315789
31/10/2024,14,615,325,45,0.073170732,0.138461538
31/10/2024,13,594,313,33,0.055555556,0.10543131
31/10/2024,12,707,299,53,0.074964639,0.177257525
31/10/2024,11,748,342,66,0.088235294,0.192982456
31/10/2024,10,747,316,51,0.068273092,0.161392405
31/10/2024,9,652,260,28,0.042944785,0.107692308
31/10/2024,8,519,170,20,0.038535645,0.117647059
31/10/2024,7,448,135,8,0.017857143,0.059259259
31/10/2024,6,279,60,2,0.007168459,0.033333333
31/10/2024,5,249,23,1,0.004016064,0.043478261
31/10/2024,4,230,17,0,0,0
31/10/2024,3,214,18,0,0,0
31/10/2024,2,282,20,3,0.010638298,0.15
31/10/2024,1,444,34,1,0.002252252,0.029411765
31/10/2024,0,532,47,1,0.001879699,0.021276596
01/11/2024,23,222,78,0,0,0
01/11/2024,22,302,117,3,0.009933775,0.025641026
01/11/2024,21,317,120,8,0.025236593,0.066666667
01/11/2024,20,342,150,8,0.023391813,0.053333333
01/11/2024,19,375,183,5,0.013333333,0.027322404
01/11/2024,18,356,156,15,0.042134831,0.096153846
01/11/2024,17,446,214,16,0.035874439,0.074766355
01/11/2024,16,534,284,29,0.054307116,0.102112676
01/11/2024,15,498,266,31,0.062248996,0.116541353
01/11/2024,14,532,293,31,0.058270677,0.105802048
01/11/2024,13,510,291,30,0.058823529,0.103092784
01/11/2024,12,586,359,43,0.07337884,0.119777159
01/11/2024,11,759,358,54,0.071146245,0.150837989
01/11/2024,10,664,246,30,0.045180723,0.12195122
01/11/2024,9,717,265,33,0.046025105,0.124528302
01/11/2024,8,522,171,15,0.028735632,0.087719298
01/11/2024,7,463,108,12,0.025917927,0.111111111
01/11/2024,6,358,54,2,0.005586592,0.037037037
01/11/2024,5,273,20,0,0,0
01/11/2024,4,251,19,0,0,0
01/11/2024,3,227,7,0,0,0
01/11/2024,2,335,27,2,0.005970149,0.074074074
01/11/2024,1,428,21,0,0,0
01/11/2024,0,527,48,3,0.0056926,0.0625
02/11/2024,23,226,67,1,0.004424779,0.014925373
02/11/2024,22,282,103,3,0.010638298,0.029126214
02/11/2024,21,305,125,6,0.019672131,0.048
02/11/2024,20,300,121,3,0.01,0.024793388
02/11/2024,19,302,116,8,0.026490066,0.068965517
02/11/2024,18,364,146,10,0.027472527,0.068493151
02/11/2024,17,396,184,12,0.03030303,0.065217391
02/11/2024,16,440,211,11,0.025,0.052132701
02/11/2024,15,413,229,18,0.043583535,0.07860262
02/11/2024,14,400,228,16,0.04,0.070175439
02/11/2024,13,487,256,16,0.032854209,0.0625
02/11/2024,12,462,219,17,0.036796537,0.077625571
02/11/2024,11,454,220,15,0.033039648,0.068181818
02/11/2024,10,572,259,21,0.036713287,0.081081081
02/11/2024,9,631,235,19,0.030110935,0.080851064
02/11/2024,8,479,149,6,0.012526096,0.040268456
02/11/2024,7,392,72,3,0.007653061,0.041666667
02/11/2024,6,284,31,1,0.003521127,0.032258065
02/11/2024,5,262,18,0,0,0
02/11/2024,4,248,17,0,0,0
02/11/2024,3,288,14,0,0,0
02/11/2024,2,378,29,2,0.005291005,0.068965517
02/11/2024,1,531,26,0,0,0
02/11/2024,0,659,48,3,0.004552352,0.0625
03/11/2024,23,271,94,9,0.033210332,0.095744681
03/11/2024,22,316,147,9,0.028481013,0.06122449
03/11/2024,21,370,165,11,0.02972973,0.066666667
03/11/2024,20,441,265,24,0.054421769,0.090566038
03/11/2024,19,439,250,28,0.063781321,0.112
03/11/2024,18,456,208,18,0.039473684,0.086538462
03/11/2024,17,451,237,18,0.039911308,0.075949367
03/11/2024,16,512,272,31,0.060546875,0.113970588
03/11/2024,15,452,268,23,0.050884956,0.085820896
03/11/2024,14,495,270,21,0.042424242,0.077777778
03/11/2024,13,512,239,29,0.056640625,0.121338912
03/11/2024,12,532,268,24,0.045112782,0.089552239
03/11/2024,11,538,230,23,0.042750929,0.1
03/11/2024,10,544,192,13,0.023897059,0.067708333
03/11/2024,9,516,206,10,0.019379845,0.048543689
03/11/2024,8,463,156,1,0.002159827,0.006410256
03/11/2024,7,304,59,4,0.013157895,0.06779661
03/11/2024,6,215,39,3,0.013953488,0.076923077
03/11/2024,5,194,12,1,0.005154639,0.083333333
03/11/2024,4,252,15,0,0,0
03/11/2024,3,263,18,1,0.003802281,0.055555556
03/11/2024,2,333,15,1,0.003003003,0.066666667
03/11/2024,1,475,22,0,0,0
03/11/2024,0,641,43,0,0,0
04/11/2024,23,281,126,15,0.053380783,0.119047619
04/11/2024,22,401,188,17,0.042394015,0.090425532
04/11/2024,21,525,274,24,0.045714286,0.087591241
04/11/2024,20,546,304,28,0.051282051,0.092105263
04/11/2024,19,546,299,25,0.045787546,0.08361204
04/11/2024,18,516,293,36,0.069767442,0.122866894
04/11/2024,17,603,324,36,0.059701493,0.111111111
04/11/2024,16,627,327,50,0.079744817,0.152905199
04/11/2024,15,686,394,62,0.090379009,0.157360406
04/11/2024,14,805,514,61,0.075776398,0.118677043
04/11/2024,13,732,394,49,0.066939891,0.124365482
04/11/2024,12,836,443,69,0.082535885,0.155756208
04/11/2024,11,944,455,56,0.059322034,0.123076923
04/11/2024,10,986,423,54,0.054766734,0.127659574
04/11/2024,9,897,296,56,0.062430323,0.189189189
04/11/2024,8,589,240,22,0.037351443,0.091666667
04/11/2024,7,516,97,6,0.011627907,0.06185567
04/11/2024,6,329,68,3,0.009118541,0.044117647
04/11/2024,5,255,27,1,0.003921569,0.037037037
04/11/2024,4,214,32,1,0.004672897,0.03125
04/11/2024,3,208,21,0,0,0
04/11/2024,2,217,20,0,0,0
04/11/2024,1,278,19,0,0,0
04/11/2024,0,311,47,3,0.009646302,0.063829787
05/11/2024,23,223,89,7,0.031390135,0.078651685
05/11/2024,22,363,206,18,0.049586777,0.087378641
05/11/2024,21,367,211,29,0.079019074,0.137440758
05/11/2024,20,425,235,17,0.04,0.072340426
05/11/2024,19,460,253,29,0.063043478,0.114624506
05/11/2024,18,440,262,22,0.05,0.083969466
05/11/2024,17,511,317,37,0.072407045,0.116719243
05/11/2024,16,581,349,38,0.065404475,0.108882521
05/11/2024,15,611,369,54,0.088379705,0.146341463
05/11/2024,14,573,369,46,0.080279232,0.124661247
05/11/2024,13,642,388,55,0.085669782,0.141752577
05/11/2024,12,749,425,45,0.060080107,0.105882353
05/11/2024,11,932,461,55,0.059012876,0.119305857
05/11/2024,10,792,345,50,0.063131313,0.144927536
05/11/2024,9,761,314,39,0.051248357,0.124203822
05/11/2024,8,548,203,17,0.031021898,0.083743842
05/11/2024,7,489,133,10,0.020449898,0.07518797
05/11/2024,6,427,143,6,0.014051522,0.041958042
05/11/2024,5,214,37,0,0,0
05/11/2024,4,525,284,2,0.003809524,0.007042254
05/11/2024,3,325,142,3,0.009230769,0.021126761
05/11/2024,2,644,406,2,0.00310559,0.004926108
05/11/2024,1,249,27,5,0.020080321,0.185185185
05/11/2024,0,334,45,1,0.002994012,0.022222222
06/11/2024,23,305,104,4,0.013114754,0.038461538
06/11/2024,22,384,176,15,0.0390625,0.085227273
06/11/2024,21,493,266,32,0.064908722,0.120300752
06/11/2024,20,479,237,22,0.045929019,0.092827004
06/11/2024,19,497,295,23,0.046277666,0.077966102
06/11/2024,18,515,273,28,0.054368932,0.102564103
06/11/2024,17,492,259,21,0.042682927,0.081081081
06/11/2024,16,548,266,30,0.054744526,0.112781955
06/11/2024,15,591,326,44,0.074450085,0.134969325
06/11/2024,14,607,353,67,0.110378913,0.1898017
06/11/2024,13,602,339,39,0.064784053,0.115044248
06/11/2024,12,749,440,46,0.06141522,0.104545455
06/11/2024,11,806,406,50,0.062034739,0.123152709
06/11/2024,10,820,409,51,0.062195122,0.124694377
06/11/2024,9,735,288,28,0.038095238,0.097222222
06/11/2024,8,556,179,22,0.039568345,0.122905028
06/11/2024,7,486,101,7,0.014403292,0.069306931
06/11/2024,6,375,44,3,0.008,0.068181818
06/11/2024,5,275,31,3,0.010909091,0.096774194
06/11/2024,4,237,27,1,0.004219409,0.037037037
06/11/2024,3,236,15,0,0,0
06/11/2024,2,243,23,2,0.008230453,0.086956522
06/11/2024,1,275,33,2,0.007272727,0.060606061
06/11/2024,0,317,65,7,0.022082019,0.107692308
07/11/2024,23,281,93,9,0.03202847,0.096774194
07/11/2024,22,387,144,12,0.031007752,0.083333333
07/11/2024,21,440,206,17,0.038636364,0.082524272
07/11/2024,20,516,216,18,0.034883721,0.083333333
07/11/2024,19,591,236,20,0.033840948,0.084745763
07/11/2024,18,570,239,31,0.054385965,0.129707113
07/11/2024,17,599,253,17,0.028380634,0.067193676
07/11/2024,16,580,271,39,0.067241379,0.143911439
07/11/2024,15,692,303,46,0.066473988,0.151815182
07/11/2024,14,737,364,49,0.066485753,0.134615385
07/11/2024,13,711,356,42,0.05907173,0.117977528
07/11/2024,12,802,334,44,0.054862843,0.131736527
07/11/2024,11,898,407,66,0.073496659,0.162162162
07/11/2024,10,869,329,39,0.044879171,0.118541033
07/11/2024,9,822,278,27,0.032846715,0.097122302
07/11/2024,8,510,202,18,0.035294118,0.089108911
07/11/2024,7,500,122,8,0.016,0.06557377
07/11/2024,6,371,62,1,0.002695418,0.016129032
07/11/2024,5,257,32,0,0,0
07/11/2024,4,250,23,0,0,0
07/11/2024,3,246,21,1,0.004065041,0.047619048
07/11/2024,2,305,31,5,0.016393443,0.161290323
07/11/2024,1,313,37,1,0.003194888,0.027027027
07/11/2024,0,443,71,4,0.009029345,0.056338028
08/11/2024,23,211,83,2,0.009478673,0.024096386
08/11/2024,22,260,92,1,0.003846154,0.010869565
08/11/2024,21,270,146,8,0.02962963,0.054794521
08/11/2024,20,281,141,13,0.046263345,0.092198582
08/11/2024,19,302,155,17,0.056291391,0.109677419
08/11/2024,18,416,160,15,0.036057692,0.09375
08/11/2024,17,406,209,24,0.0591133,0.114832536
08/11/2024,16,519,294,30,0.057803468,0.102040816
08/11/2024,15,460,267,31,0.067391304,0.116104869
08/11/2024,14,504,306,46,0.091269841,0.150326797
08/11/2024,13,566,360,43,0.075971731,0.119444444
08/11/2024,12,639,312,40,0.062597809,0.128205128
08/11/2024,11,729,361,51,0.069958848,0.141274238
08/11/2024,10,726,300,43,0.05922865,0.143333333
08/11/2024,9,644,223,26,0.040372671,0.116591928
08/11/2024,8,467,158,18,0.038543897,0.113924051
08/11/2024,7,394,119,4,0.010152284,0.033613445
08/11/2024,6,290,33,0,0,0
08/11/2024,5,196,31,4,0.020408163,0.129032258
08/11/2024,4,180,32,0,0,0
08/11/2024,3,177,13,0,0,0
08/11/2024,2,203,22,0,0,0
08/11/2024,1,327,27,1,0.003058104,0.037037037
08/11/2024,0,437,56,5,0.011441648,0.089285714
09/11/2024,23,176,83,1,0.005681818,0.012048193
09/11/2024,22,226,128,5,0.022123894,0.0390625
09/11/2024,21,279,147,3,0.010752688,0.020408163
09/11/2024,20,265,141,7,0.026415094,0.04964539
09/11/2024,19,276,155,5,0.018115942,0.032258065
09/11/2024,18,251,129,11,0.043824701,0.085271318
09/11/2024,17,387,222,10,0.025839793,0.045045045
09/11/2024,16,332,219,10,0.030120482,0.0456621
09/11/2024,15,409,225,13,0.031784841,0.057777778
09/11/2024,14,400,250,25,0.0625,0.1
09/11/2024,13,425,239,17,0.04,0.071129707
09/11/2024,12,557,240,20,0.035906643,0.083333333
09/11/2024,11,558,259,23,0.041218638,0.088803089
09/11/2024,10,617,253,27,0.04376013,0.106719368
09/11/2024,9,552,211,15,0.027173913,0.071090047
09/11/2024,8,436,137,11,0.025229358,0.080291971
09/11/2024,7,341,80,4,0.011730205,0.05
09/11/2024,6,200,25,0,0,0
09/11/2024,5,178,22,1,0.005617978,0.045454545
09/11/2024,4,167,19,1,0.005988024,0.052631579
09/11/2024,3,198,25,0,0,0
09/11/2024,2,235,25,1,0.004255319,0.04
09/11/2024,1,328,37,1,0.00304878,0.027027027
09/11/2024,0,420,39,0,0,0
10/11/2024,23,206,96,4,0.019417476,0.041666667
10/11/2024,22,272,146,13,0.047794118,0.089041096
10/11/2024,21,350,219,16,0.045714286,0.073059361
10/11/2024,20,432,255,24,0.055555556,0.094117647
10/11/2024,19,426,246,22,0.051643192,0.089430894
10/11/2024,18,417,256,20,0.047961631,0.078125
10/11/2024,17,434,281,26,0.059907834,0.09252669
10/11/2024,16,388,252,23,0.059278351,0.091269841
10/11/2024,15,418,293,25,0.059808612,0.085324232
10/11/2024,14,379,249,31,0.081794195,0.124497992
10/11/2024,13,455,264,25,0.054945055,0.09469697
10/11/2024,12,475,245,26,0.054736842,0.106122449
10/11/2024,11,504,235,20,0.03968254,0.085106383
10/11/2024,10,536,215,17,0.031716418,0.079069767
10/11/2024,9,487,198,12,0.024640657,0.060606061
10/11/2024,8,389,118,9,0.023136247,0.076271186
10/11/2024,7,266,73,1,0.003759398,0.01369863
10/11/2024,6,201,34,0,0,0
10/11/2024,5,169,13,0,0,0
10/11/2024,4,171,16,1,0.005847953,0.0625
10/11/2024,3,220,14,0,0,0
10/11/2024,2,253,26,0,0,0
10/11/2024,1,357,26,0,0,0
10/11/2024,0,546,51,2,0.003663004,0.039215686
11/11/2024,23,235,115,8,0.034042553,0.069565217
11/11/2024,22,379,203,27,0.071240106,0.133004926
11/11/2024,21,479,246,17,0.035490605,0.069105691
11/11/2024,20,456,264,23,0.050438596,0.087121212
11/11/2024,19,503,316,16,0.031809145,0.050632911
11/11/2024,18,537,314,34,0.063314711,0.108280255
11/11/2024,17,627,365,40,0.063795853,0.109589041
11/11/2024,16,638,345,38,0.059561129,0.110144928
11/11/2024,15,675,391,61,0.09037037,0.15601023
11/11/2024,14,614,333,39,0.063517915,0.117117117
11/11/2024,13,677,408,75,0.110782866,0.183823529
11/11/2024,12,778,400,59,0.075835476,0.1475
11/11/2024,11,854,371,55,0.06440281,0.148247978
11/11/2024,10,888,438,52,0.058558559,0.118721461
11/11/2024,9,745,309,42,0.056375839,0.13592233
11/11/2024,8,514,197,23,0.044747082,0.116751269
11/11/2024,7,407,99,12,0.029484029,0.121212121
11/11/2024,6,282,62,4,0.014184397,0.064516129
11/11/2024,5,193,23,1,0.005181347,0.043478261
11/11/2024,4,149,18,1,0.006711409,0.055555556
11/11/2024,3,163,21,0,0,0
11/11/2024,2,195,28,1,0.005128205,0.035714286
11/11/2024,1,220,39,4,0.018181818,0.102564103
11/11/2024,0,264,52,4,0.015151515,0.076923077
12/11/2024,23,291,103,9,0.030927835,0.087378641
12/11/2024,22,399,199,17,0.042606516,0.085427136
12/11/2024,21,498,238,22,0.044176707,0.092436975
12/11/2024,20,546,289,30,0.054945055,0.103806228
12/11/2024,19,557,312,36,0.064631957,0.115384615
12/11/2024,18,542,310,27,0.049815498,0.087096774
12/11/2024,17,620,385,30,0.048387097,0.077922078
12/11/2024,16,638,325,42,0.065830721,0.129230769
12/11/2024,15,675,406,63,0.093333333,0.155172414
12/11/2024,14,684,379,60,0.087719298,0.158311346
12/11/2024,13,689,388,53,0.076923077,0.136597938
12/11/2024,12,776,413,60,0.077319588,0.14527845
12/11/2024,11,1016,480,58,0.057086614,0.120833333
12/11/2024,10,874,400,59,0.067505721,0.1475
12/11/2024,9,811,318,37,0.045622688,0.116352201
12/11/2024,8,737,225,20,0.027137042,0.088888889
12/11/2024,7,558,137,4,0.007168459,0.02919708
12/11/2024,6,765,364,4,0.005228758,0.010989011
12/11/2024,5,254,28,2,0.007874016,0.071428571
12/11/2024,4,558,53,2,0.003584229,0.037735849
12/11/2024,3,397,42,0,0,0
12/11/2024,2,829,456,0,0,0
12/11/2024,1,228,31,1,0.004385965,0.032258065
12/11/2024,0,334,55,6,0.017964072,0.109090909
13/11/2024,23,290,115,8,0.027586207,0.069565217
13/11/2024,22,408,176,12,0.029411765,0.068181818
13/11/2024,21,444,199,29,0.065315315,0.145728643
13/11/2024,20,463,208,20,0.043196544,0.096153846
13/11/2024,19,508,282,29,0.057086614,0.102836879
13/11/2024,18,478,243,19,0.039748954,0.0781893
13/11/2024,17,612,302,32,0.052287582,0.105960265
13/11/2024,16,592,307,47,0.079391892,0.153094463
13/11/2024,15,675,370,49,0.072592593,0.132432432
13/11/2024,14,687,394,66,0.096069869,0.16751269
13/11/2024,13,638,345,41,0.064263323,0.11884058
13/11/2024,12,672,357,52,0.077380952,0.145658263
13/11/2024,11,775,383,45,0.058064516,0.117493473
13/11/2024,10,817,385,50,0.06119951,0.12987013
13/11/2024,9,801,304,30,0.037453184,0.098684211
13/11/2024,8,649,212,12,0.018489985,0.056603774
13/11/2024,7,573,154,8,0.013961606,0.051948052
13/11/2024,6,399,81,6,0.015037594,0.074074074
13/11/2024,5,266,34,0,0,0
13/11/2024,4,233,23,0,0,0
13/11/2024,3,249,13,0,0,0
13/11/2024,2,322,35,1,0.00310559,0.028571429
13/11/2024,1,341,47,2,0.005865103,0.042553191
13/11/2024,0,514,65,6,0.011673152,0.092307692
14/11/2024,23,282,85,7,0.024822695,0.082352941
14/11/2024,22,361,191,20,0.055401662,0.104712042
14/11/2024,21,526,279,26,0.049429658,0.093189964
14/11/2024,20,500,228,22,0.044,0.096491228
14/11/2024,19,530,269,24,0.045283019,0.089219331
14/11/2024,18,505,273,30,0.059405941,0.10989011
14/11/2024,17,494,243,34,0.068825911,0.139917695
14/11/2024,16,574,310,37,0.06445993,0.119354839
14/11/2024,15,588,345,45,0.076530612,0.130434783
14/11/2024,14,669,354,59,0.08819133,0.166666667
14/11/2024,13,600,359,57,0.095,0.158774373
14/11/2024,12,653,324,42,0.06431853,0.12962963
14/11/2024,11,854,412,61,0.071428571,0.148058252
14/11/2024,10,854,358,44,0.051522248,0.122905028
14/11/2024,9,740,272,42,0.056756757,0.154411765
14/11/2024,8,686,207,14,0.020408163,0.06763285
14/11/2024,7,523,126,9,0.017208413,0.071428571
